DATE,CN,AMT
20190409,23,1172
20190409,5,130
20190409,5,3619
20190409,5,46
20190409,5,4570
20190409,5,87
20190409,9,91
20190409,9,67
20190409,5,55
20190409,5,43
20190409,14,213
20190409,14,2283
20190409,5,50
20190409,5,206
20190409,5,457
20190409,5,128
20190409,9,2472
20190409,5,91
20190409,5,66
20190409,5,238
20190409,23,223
20190409,5,3016
20190409,5,7
20190409,82,566
20190409,64,2125
20190409,23,106
20190409,14,271
20190409,5,1097
20190409,9,768
20190409,9,320
20190409,5,457
20190409,14,64
20190409,9,21
20190409,18,86
20190409,9,9
20190409,55,330
20190409,110,1666
20190409,23,177
20190409,14,75
20190409,5,23
20190409,9,185
20190409,5,14
20190409,18,109
20190409,5,7
20190409,14,882
20190409,55,281
20190409,55,304
20190409,50,244
20190409,9,66
20190409,9,18
20190409,5,91
20190409,9,1387
20190409,14,731
20190409,14,1526
20190409,32,119
20190409,5,46
20190409,9,114
20190409,5,39
20190409,5,2148
20190409,18,56
20190409,27,251
20190409,5,14
20190409,5,169
20190409,5,183
20190409,5,110
20190409,5,23
20190409,5,553
20190409,5,8
20190409,5,6
20190409,5,46
20190409,5,14
20190409,23,121
20190409,23,66
20190409,5,46
20190409,9,223
20190409,14,367
20190409,5,37
20190409,5,57
20190409,5,17
20190409,5,270
20190409,5,91
20190409,14,210
20190409,5,347
20190409,5,91
20190409,27,451
20190409,18,399
20190409,41,992
20190409,18,306
20190409,9,265
20190409,5,114
20190409,5,27
20190409,5,55
20190409,9,342
20190409,5,165
20190409,5,55
20190409,5,251
20190409,5,9
20190409,46,177
20190409,5,8
20190409,27,117
20190409,14,233
20190409,9,137
20190409,5,155
20190409,9,37
20190409,6,386
20190409,6,811
20190409,11,353
20190409,6,1104
20190409,6,2098
20190409,6,861
20190409,33,166
20190409,6,1270
20190409,22,6464
20190409,6,132
20190409,22,11835
20190409,11,800
20190409,6,552
20190409,6,530
20190409,6,1216
20190409,6,1869
20190409,6,1479
20190409,6,662
20190409,6,6
20190409,11,321
20190409,11,3461
20190409,6,607
20190409,6,6
20190409,28,99
20190409,11,839
20190409,6,61
20190409,6,61
20190409,6,3130
20190409,6,17
20190409,6,80
20190409,11,469
20190409,6,32
20190409,6,276
20190409,28,221
20190409,6,199
20190409,6,291
20190409,6,497
20190409,6,768
20190409,6,137
20190409,6,51
20190409,6,2788
20190409,11,144
20190409,6,523
20190409,6,55
20190409,6,464
20190409,17,1076
20190409,11,729
20190409,6,23
20190409,6,2208
20190409,50,192
20190409,33,105
20190409,28,93
20190409,6,1198
20190409,6,44
20190409,11,177
20190409,6,276
20190409,6,662
20190409,11,248
20190409,11,116
20190409,6,72
20190409,6,2429
20190409,6,166
20190409,44,1379
20190409,11,898
20190409,11,433
20190409,6,99
20190409,6,418
20190409,22,55
20190409,28,259
20190409,17,455
20190409,17,492
20190409,50,3686
20190409,50,1017
20190409,11,528
20190409,39,2752
20190409,33,1498
20190409,6,77
20190409,6,138
20190409,6,588
20190409,6,132
20190409,6,94
20190409,17,1707
20190409,11,994
20190409,6,215
20190409,6,1391
20190409,11,33
20190409,17,44
20190409,11,53
20190409,6,3036
20190409,11,188
20190409,6,99
20190409,6,414
20190409,17,2130
20190409,6,2208
20190409,11,1657
20190409,11,868
20190409,6,67
20190409,11,30
20190409,6,9
20190409,6,7
20190409,94,365
20190409,33,168
20190409,6,10
20190409,6,25
20190409,6,1402
20190409,6,155
20190409,6,52
20190409,6,425
20190409,11,132
20190409,6,33
20190409,6,25
20190409,6,199
20190409,6,33
20190409,11,94
20190409,11,119
20190409,6,50
20190409,17,70
20190409,28,210
20190409,6,55
20190409,17,86
20190409,11,62
20190409,28,236
20190409,28,287
20190409,50,518
20190409,17,938
20190409,6,309
20190409,6,110
20190409,6,883
20190409,6,94
20190409,6,828
20190409,11,2716
20190409,6,19
20190409,11,607
20190409,39,731
20190409,17,356
20190409,28,897
20190409,17,938
20190409,6,94
20190409,6,55
20190409,6,35
20190409,33,221
20190409,6,36
20190409,6,88
20190409,6,135
20190409,11,144
20190409,6,5417
20190409,6,607
20190409,6,105
20190409,11,92
20190409,6,99
20190409,6,39
20190409,11,84
20190409,22,1234
20190409,6,51
20190409,6,199
20190409,6,199
20190409,6,381
20190409,6,66
20190409,6,39
20190409,6,22
20190409,6,55
20190409,6,19
20190409,6,1932
20190409,6,193
20190409,11,9605
20190409,17,119
20190409,6,309
20190409,6,138
20190409,11,174
20190409,22,541
20190409,11,887
20190409,6,110
20190409,6,77
20190409,33,320
20190409,39,310
20190409,28,890
20190409,17,624
20190409,6,47
20190409,22,1170
20190409,28,2768
20190409,6,397
20190409,6,55
20190409,6,922
20190409,6,379
20190409,6,189
20190409,17,118
20190409,6,17
20190409,6,74
20190409,22,1584
20190409,6,43
20190409,11,475
20190409,99,451
20190409,61,500
20190409,39,630
20190409,22,175
20190409,11,160
20190409,6,710
20190409,22,2594
20190409,6,135
20190409,6,1148
20190409,6,381
20190409,6,1147
20190409,6,1531
20190409,6,1932
20190409,6,110
20190409,6,44
20190409,6,248
20190409,17,135
20190409,6,1932
20190409,6,110
20190409,6,33
20190409,11,17
20190409,6,55
20190409,6,110
20190409,6,383
20190409,6,44
20190409,6,30
20190409,17,635
20190409,6,762
20190409,6,331
20190409,6,44
20190409,6,481
20190409,6,602
20190409,17,29
20190409,6,552
20190409,6,26
20190409,6,20
20190409,83,501
20190409,193,1198
20190409,17,152
20190409,11,61
20190409,6,47
20190409,11,241
20190409,6,259
20190409,6,55
20190409,11,686
20190409,11,1223
20190409,6,39
20190409,6,216
20190409,6,331
20190409,17,5095
20190409,39,173
20190409,6,44
20190409,6,39
20190409,11,282
20190409,6,872
20190409,6,155
20190409,6,338
20190409,6,453
20190409,6,989
20190409,6,1822
20190409,6,607
20190409,11,146
20190409,11,1418
20190409,6,33
20190409,39,283
20190409,22,81
20190409,6,83
20190409,6,2594
20190409,11,57
20190409,6,83
20190409,5,142
20190409,5,320
20190409,5,137
20190409,5,594
20190409,9,251
20190409,5,178
20190409,64,410
20190409,32,4461
20190409,5,9
20190409,14,251
20190409,14,146
20190409,14,107
20190409,9,160
20190409,5,46
20190409,452,2077
20190409,370,2691
20190409,55,403
20190409,41,1565
20190409,9,155
20190409,37,1972
20190409,27,204
20190409,18,89
20190409,5,8
20190409,5,69
20190409,5,91
20190409,5,21
20190409,5,37
20190409,5,203
20190409,9,57
20190409,9,55
20190409,5,46
20190409,5,46
20190409,5,69
20190409,46,273
20190409,9,66
20190409,9,197
20190409,9,274
20190409,9,708
20190409,9,302
20190409,5,137
20190409,5,6
20190409,5,229
20190409,5,50
20190409,14,1436
20190409,5,722
20190409,5,14
20190409,5,137
20190409,5,201
20190409,5,910
20190409,64,162
20190409,14,3635
20190409,5,27
20190409,5,5
20190409,23,3542
20190409,9,48
20190409,9,160
20190409,5,27
20190409,73,512
20190409,155,1516
20190409,41,297
20190409,23,739
20190409,5,46
20190409,5,2468
20190409,27,562
20190409,14,295
20190409,9,96
20190409,9,47
20190409,5,151
20190409,5,110
20190409,5,78
20190409,73,319
20190409,55,2447
20190409,5,640
20190409,9,206
20190409,23,698
20190409,18,686
20190409,9,78
20190409,311,1896
20190409,260,1365
20190409,73,682
20190409,46,4096
20190409,59,2290
20190409,59,1743
20190409,64,720
20190409,27,455
20190409,46,2256
20190409,46,1685
20190409,5,388
20190409,14,567
20190409,5,91
20190409,5,91
20190409,37,231
20190409,32,114
20190409,5,69
20190409,9,1248
20190409,5,2696
20190409,5,14
20190409,5,5
20190409,5,5
20190409,27,137
20190409,37,212
20190409,5,46
20190409,5,27
20190409,5,9
20190409,5,46
20190409,9,27
20190409,9,48
20190409,5,14
20190409,64,213
20190409,27,178
20190409,9,251
20190409,5,137
20190409,5,1645
20190409,5,96
20190409,14,27
20190409,9,27
20190409,5,23
20190409,14,27
20190409,5,91
20190409,55,299
20190409,18,41
20190409,5,5
20190409,9,32
20190409,5,9
20190409,5,91
20190409,5,160
20190409,5,1280
20190409,5,165
20190409,23,59
20190409,5,91
20190409,5,951
20190409,73,251
20190409,78,428
20190409,5,23
20190409,27,240
20190409,5,23
20190409,9,178
20190409,18,1346
20190409,5,658
20190409,5,9
20190409,5,9
20190409,5,251
20190409,5,46
20190409,5,41
20190409,5,320
20190409,5,9
20190409,5,46
20190409,5,183
20190409,5,503
20190409,5,12
20190409,5,18
20190409,5,46
20190409,9,137
20190409,14,178
20190409,9,54
20190409,5,46
20190409,5,18
20190409,14,175
20190409,5,96
20190409,5,1097
20190409,9,1645
20190409,5,631
20190409,32,4182
20190409,5,229
20190409,5,434
20190409,5,205
20190409,5,18
20190409,5,306
20190409,9,265
20190409,78,877
20190409,59,2996
20190409,18,78
20190409,9,983
20190409,14,292
20190409,9,22
20190409,5,4159
20190409,9,101
20190409,338,1719
20190409,343,2127
20190409,82,297
20190409,37,675
20190409,5,14
20190409,27,1056
20190409,27,434
20190409,18,2367
20190409,9,169
20190409,9,108
20190409,9,205
20190409,14,451
20190409,9,360
20190409,5,91
20190409,5,407
20190409,5,6
20190409,9,1111
20190409,5,1133
20190409,5,1962
20190409,187,2958
20190409,69,1612
20190409,9,960
20190409,14,364
20190409,9,16
20190409,23,233
20190409,37,745
20190409,5,5
20190409,23,411
20190409,14,3171
20190409,475,2902
20190409,288,1718
20190409,96,2815
20190409,32,359
20190409,18,119
20190409,41,5170
20190409,41,2939
20190409,14,192
20190409,9,256
20190409,32,190
20190409,5,9
20190409,27,137
20190409,32,223
20190409,18,128
20190409,5,212
20190409,18,407
20190409,9,539
20190409,5,78
20190409,5,155
20190409,5,50
20190409,5,128
20190409,5,46
20190409,5,283
20190409,5,192
20190409,23,53
20190409,18,78
20190409,5,686
20190409,9,32
20190409,5,110
20190409,64,246
20190409,55,295
20190409,5,32
20190409,46,163
20190409,9,338
20190409,9,1554
20190409,9,585
20190409,50,715
20190409,46,338
20190409,18,146
20190409,9,128
20190409,14,308
20190409,55,3603
20190409,37,835
20190409,9,345
20190409,23,156
20190409,18,193
20190409,5,1188
20190409,9,115
20190409,9,71
20190409,14,161
20190409,14,72
20190409,50,999
20190409,55,343
20190409,14,9350
20190409,5,21
20190409,18,23
20190409,14,133
20190409,27,158
20190409,9,46
20190409,233,994
20190409,379,1624
20190409,69,231
20190409,46,670
20190409,18,2020
20190409,14,1627
20190409,5,69
20190409,18,2326
20190409,9,562
20190409,14,496
20190409,9,48
20190409,5,133
20190409,5,23
20190409,5,1353
20190409,5,23
20190409,14,59
20190409,41,208
20190409,23,340
20190409,5,8
20190409,5,1005
20190409,5,1371
20190409,5,137
20190409,5,9
20190409,9,23
20190409,5,23
20190409,18,18
20190409,5,5
20190409,5,1371
20190409,5,274
20190409,14,217
20190409,5,274
20190409,5,46
20190409,5,41
20190410,6,110
20190410,6,83
20190410,17,254
20190410,17,883
20190410,6,94
20190410,22,682
20190410,17,497
20190410,11,1339
20190410,11,61
20190410,17,331
20190410,39,1590
20190410,11,677
20190410,11,386
20190410,6,1314
20190410,6,1032
20190410,61,641
20190410,50,4259
20190410,11,67
20190410,6,79
20190410,11,144
20190410,11,35
20190410,6,33
20190410,171,923
20190410,199,2069
20190410,39,414
20190410,11,265
20190410,6,11
20190410,44,3327
20190410,50,3695
20190410,6,596
20190410,11,380
20190410,17,955
20190410,11,3413
20190410,6,657
20190410,22,2058
20190410,17,4245
20190410,66,2894
20190410,94,7511
20190410,11,528
20190410,6,243
20190410,11,436
20190410,11,2030
20190410,6,331
20190410,44,129
20190410,22,2219
20190410,6,221
20190410,22,193
20190410,17,54
20190410,6,28
20190410,72,1487
20190410,105,520
20190410,28,245
20190410,11,215
20190410,11,1132
20190410,6,11
20190410,6,110
20190410,11,1849
20190410,11,2257
20190410,6,215
20190410,6,55
20190410,11,1904
20190410,6,166
20190410,6,144
20190410,6,72
20190410,6,110
20190410,6,607
20190410,28,166
20190410,6,55
20190410,6,331
20190410,6,221
20190410,11,320
20190410,6,55
20190410,6,66
20190410,6,66
20190410,39,194
20190410,6,128
20190410,6,76
20190410,6,4
20190410,11,248
20190410,6,52
20190410,22,72
20190410,11,73
20190410,6,41
20190410,17,235
20190410,6,83
20190410,5,23
20190410,9,90
20190410,9,914
20190410,5,2194
20190410,5,183
20190410,14,4314
20190410,5,8
20190410,9,18
20190410,14,272
20190410,14,522
20190410,23,262
20190410,9,205
20190410,9,178
20190410,5,55
20190410,9,1404
20190410,9,352
20190410,14,251
20190410,9,361
20190410,9,183
20190410,5,55
20190410,9,366
20190410,14,649
20190410,14,786
20190410,14,585
20190410,5,274
20190410,23,1645
20190410,5,2125
20190410,9,73
20190410,37,260
20190410,14,108
20190410,9,149
20190410,9,177
20190410,32,1718
20190410,14,1376
20190410,5,58
20190410,9,1691
20190410,315,23593
20190410,329,26837
20190410,187,12610
20190410,242,19984
20190410,187,13954
20190410,320,23730
20190410,242,17687
20190410,133,9225
20190410,41,2390
20190410,73,5367
20190410,197,16056
20190410,462,35779
20190410,224,21813
20190410,247,21436
20190410,146,11182
20190410,142,11052
20190410,142,15111
20190410,101,6763
20190410,69,8884
20190410,37,4734
20190410,5,46
20190410,14,1412
20190410,9,1083
20190410,27,9229
20190410,5,96
20190410,14,226
20190410,5,32
20190410,14,219
20190410,18,350
20190410,9,297
20190410,41,2256
20190410,18,271
20190410,41,5468
20190410,23,325
20190410,27,468
20190410,5,91
20190410,9,229
20190410,59,223
20190410,18,165
20190410,9,329
20190410,18,189
20190410,571,3017
20190410,361,2278
20190410,55,201
20190410,32,367
20190410,37,501
20190410,9,128
20190410,41,299
20190410,18,233
20190410,5,91
20190410,5,9
20190410,5,5
20190410,5,14
20190410,18,84
20190410,9,27
20190410,160,620
20190410,128,470
20190410,5,46
20190410,9,119
20190410,5,9
20190410,9,420
20190410,5,56
20190410,23,1714
20190410,27,1476
20190410,14,1504
20190410,5,361
20190410,9,859
20190410,14,1796
20190410,14,2451
20190410,5,373
20190410,9,417
20190410,5,206
20190410,9,1252
20190410,32,2048
20190410,41,6623
20190410,37,5036
20190410,23,1648
20190410,37,1253
20190410,23,2555
20190410,18,1419
20190410,5,411
20190410,14,421
20190410,27,569
20190410,5,249
20190410,5,44
20190410,23,260
20190410,14,347
20190410,5,18
20190410,9,276
20190410,18,4958
20190410,27,2661
20190410,64,2946
20190410,37,824
20190410,41,1192
20190410,14,363
20190410,23,422
20190410,9,258
20190410,5,59
20190410,5,64
20190410,5,46
20190410,5,46
20190410,9,91
20190410,5,25
20190410,5,136
20190410,14,165
20190410,9,82
20190410,5,55
20190410,23,1548
20190410,5,59
20190410,9,114
20190410,23,2551
20190410,5,69
20190410,5,274
20190410,5,41
20190410,9,151
20190410,5,37
20190410,5,37
20190410,5,159
20190410,9,88
20190410,5,219
20190410,5,457
20190410,9,478
20190410,5,1371
20190410,14,162
20190410,9,238
20190410,9,27
20190410,5,165
20190410,32,107
20190410,78,586
20190410,27,102
20190410,14,964
20190410,5,37
20190410,9,1851
20190410,5,37
20190410,5,32
20190410,14,69
20190410,9,64
20190410,37,107
20190410,18,295
20190410,9,104
20190410,5,21
20190410,69,331
20190410,123,1965
20190410,32,186
20190410,14,75
20190410,5,91
20190410,5,85
20190410,5,45
20190410,9,18
20190410,5,9
20190410,9,44
20190410,9,64
20190410,69,359
20190410,78,545
20190410,32,209
20190410,5,114
20190410,9,1274
20190410,9,2399
20190410,5,772
20190410,5,393
20190410,14,2143
20190410,5,4387
20190410,5,2011
20190410,5,201
20190410,5,366
20190410,5,251
20190410,27,116
20190410,37,14025
20190410,18,256
20190410,5,5
20190410,9,59
20190410,18,169
20190410,55,201
20190410,55,410
20190410,9,59
20190410,5,9
20190410,5,183
20190410,18,146
20190410,5,91
20190410,27,3318
20190410,9,17
20190410,5,16
20190410,14,90
20190410,32,94
20190410,9,183
20190410,5,91
20190410,5,114
20190410,5,46
20190410,5,183
20190410,5,1069
20190410,5,206
20190410,5,14
20190410,9,647
20190410,5,686
20190410,9,146
20190410,5,14
20190410,27,10829
20190410,9,226
20190410,5,32
20190410,27,970
20190410,23,2902
20190410,5,101
20190410,5,503
20190410,9,320
20190410,5,33
20190410,14,1844
20190410,9,311
20190410,5,91
20190410,5,114
20190410,9,4218
20190410,32,195
20190410,32,148
20190410,9,37
20190410,14,149
20190410,9,284
20190410,5,114
20190410,9,108
20190410,11,149
20190410,11,8421
20190410,11,1126
20190410,6,1932
20190410,11,10990
20190410,17,5650
20190410,28,221
20190410,11,2727
20190410,39,7910
20190410,6,497
20190410,11,3080
20190410,6,745
20190410,6,1435
20190410,28,89
20190410,17,30
20190410,6,828
20190410,11,262
20190410,11,28
20190410,6,233
20190410,6,110
20190410,11,309
20190410,6,105
20190410,6,94
20190410,11,49
20190410,6,1639
20190410,6,86
20190410,33,295
20190410,22,64
20190410,11,526
20190410,6,718
20190410,6,828
20190410,6,88
20190410,17,206
20190410,11,99
20190410,6,604
20190410,6,491
20190410,6,439
20190410,6,55
20190410,6,66
20190410,28,255
20190410,6,436
20190410,6,1788
20190410,6,17
20190410,6,28
20190410,6,13
20190410,11,22
20190410,6,41
20190410,55,253
20190410,11,110
20190410,11,457
20190410,6,99
20190410,28,1753
20190410,11,136
20190410,11,651
20190410,6,270
20190410,6,20
20190410,17,47
20190410,6,326
20190410,6,61
20190410,17,108
20190410,22,798
20190410,22,640
20190410,6,400
20190410,28,134
20190410,39,159
20190410,33,564
20190410,33,4057
20190410,28,761
20190410,28,1360
20190410,50,2117
20190410,22,1413
20190410,33,1522
20190410,6,569
20190410,6,55
20190410,6,565
20190410,17,357
20190410,6,4416
20190410,6,949
20190410,17,66
20190410,6,11
20190410,6,453
20190410,6,1322
20190410,6,1305
20190410,6,1005
20190410,11,2187
20190410,11,729
20190410,11,71
20190410,6,89
20190410,6,248
20190410,11,19
20190410,28,134
20190410,17,39
20190410,77,306
20190410,22,78
20190410,11,2496
20190410,6,1380
20190410,6,25
20190410,6,994
20190410,6,28
20190410,6,166
20190410,11,221
20190410,28,143
20190410,6,7
20190410,6,30
20190410,17,83
20190410,6,61
20190410,6,662
20190410,22,150
20190410,39,287
20190410,22,1945
20190410,11,11
20190410,6,646
20190410,11,386
20190410,66,390
20190410,28,275
20190410,17,386
20190410,6,1104
20190410,6,900
20190410,6,718
20190410,6,94
20190410,6,10764
20190410,6,1104
20190410,6,144
20190410,6,59
20190410,11,87
20190410,17,87
20190410,28,916
20190410,6,110
20190410,11,68
20190410,11,331
20190410,6,221
20190410,6,3036
20190410,6,867
20190410,6,40
20190410,6,26
20190410,17,44
20190410,55,354
20190410,11,113
20190410,6,1546
20190410,6,33
20190410,11,298
20190410,6,342
20190410,6,56
20190410,22,1007
20190410,6,359
20190410,6,55
20190410,6,276
20190410,6,436
20190410,6,690
20190410,6,55
20190410,17,185
20190410,6,1259
20190410,11,5746
20190410,6,171
20190410,6,75
20190410,11,155
20190410,11,66
20190410,6,331
20190410,22,1104
20190410,6,132
20190410,6,66
20190410,6,55
20190410,39,258
20190410,88,1869
20190410,61,829
20190410,17,406
20190410,33,3839
20190410,28,1098
20190410,6,39
20190410,22,1998
20190410,6,1159
20190410,6,215
20190410,6,17
20190410,11,362
20190410,11,21
20190410,6,13
20190410,11,28
20190410,11,386
20190410,66,299
20190410,99,718
20190410,28,117
20190410,17,58
20190410,17,11546
20190410,17,298
20190410,11,2594
20190410,6,607
20190410,6,1447
20190410,6,491
20190410,6,138
20190410,6,221
20190410,6,349
20190410,6,105
20190410,11,3666
20190410,6,50
20190410,11,110
20190410,22,109
20190410,11,806
20190410,6,17
20190410,11,282
20190410,6,1104
20190410,6,31
20190410,11,39
20190410,6,39
20190410,6,36
20190410,11,714
20190410,6,884
20190410,11,822
20190410,11,1856
20190410,6,132
20190410,6,328
20190410,11,472
20190410,17,2648
20190410,11,2283
20190410,17,99
20190410,17,33
20190410,17,4494
20190410,33,5782
20190410,11,500
20190410,77,418
20190410,221,1422
20190410,28,212
20190410,11,22
20190410,6,105
20190410,17,462
20190410,6,872
20190410,11,105
20190410,6,613
20190410,6,99
20190410,11,547
20190410,22,1104
20190410,11,426
20190410,6,822
20190410,6,110
20190410,11,250
20190410,28,146
20190410,50,269
20190410,6,21
20190410,6,55
20190410,6,83
20190410,17,535
20190410,6,232
20190410,6,215
20190410,6,6595
20190410,6,105
20190410,11,496
20190410,6,546
20190410,6,6
20190410,6,6
20190410,6,12
20190410,17,41
20190410,83,449
20190410,6,66
20190410,17,259
20190410,11,519
20190410,6,41
20190410,6,580
20190410,14,388
20190410,5,457
20190410,5,59
20190410,5,46
20190410,5,274
20190410,5,46
20190410,5,46
20190410,78,410
20190410,27,3117
20190410,18,250
20190410,9,206
20190410,5,224
20190410,50,129
20190410,32,128
20190410,23,41
20190410,5,50
20190410,599,2428
20190410,324,1732
20190410,82,1004
20190410,59,555
20190410,18,544
20190410,55,3265
20190410,46,480
20190410,50,2120
20190410,5,169
20190410,5,548
20190410,5,37
20190410,5,37
20190410,5,567
20190410,5,73
20190410,9,14
20190410,9,238
20190410,9,94
20190410,5,38
20190410,9,85
20190410,5,69
20190410,9,384
20190410,5,91
20190410,64,219
20190410,14,82
20190410,9,41
20190410,18,464
20190410,9,183
20190410,9,302
20190410,14,65
20190410,5,425
20190410,5,137
20190410,14,160
20190410,5,91
20190410,5,128
20190410,5,206
20190410,23,1488
20190410,18,3229
20190410,5,128
20190410,5,7
20190410,18,3126
20190410,18,1585
20190410,5,5
20190410,5,137
20190410,128,849
20190410,96,654
20190410,55,2239
20190410,41,695
20190410,14,544
20190410,37,1433
20190410,69,3568
20190410,18,217
20190410,9,526
20190410,9,41
20190410,5,46
20190410,5,160
20190410,5,101
20190410,5,206
20190410,5,178
20190410,101,462
20190410,37,130
20190410,9,101
20190410,9,2514
20190410,32,777
20190410,27,392
20190410,27,286
20190410,5,69
20190410,5,274
20190410,443,1988
20190410,361,1899
20190410,55,842
20190410,37,1005
20190410,23,1152
20190410,46,2110
20190410,73,1392
20190410,101,3176
20190410,37,1564
20190410,101,3564
20190410,9,2435
20190410,5,32
20190410,5,9
20190410,5,46
20190410,5,1691
20190410,5,5
20190410,5,5
20190410,27,233
20190410,18,73
20190410,5,994
20190410,23,3292
20190410,5,14
20190410,18,654
20190410,5,847
20190410,14,567
20190410,5,206
20190410,5,23
20190410,50,181
20190410,59,322
20190410,9,50
20190410,5,30
20190410,9,55
20190410,5,9
20190410,5,46
20190410,23,2607
20190410,5,21
20190410,5,46
20190410,142,589
20190410,41,203
20190410,9,69
20190410,14,9611
20190410,14,2354
20190410,9,5406
20190410,5,64
20190410,14,8304
20190410,14,78
20190410,5,27
20190410,59,178
20190410,5,23
20190410,96,251
20190410,32,87
20190410,14,62
20190410,5,46
20190410,14,192
20190410,5,23
20190410,23,73
20190410,9,105
20190410,9,50
20190410,9,50
20190410,5,131
20190410,14,270
20190410,9,151
20190410,105,314
20190410,59,800
20190410,5,14
20190410,14,1344
20190410,9,503
20190410,46,1740
20190410,9,146
20190410,14,34
20190410,5,151
20190410,14,439
20190410,5,9
20190410,9,137
20190410,9,53
20190410,5,110
20190410,5,1462
20190410,14,265
20190410,23,194
20190410,32,388
20190410,27,235
20190410,5,55
20190410,5,263
20190410,5,50
20190410,9,249
20190410,5,18
20190410,5,183
20190410,5,361
20190410,5,91
20190410,9,905
20190410,9,73
20190410,9,169
20190410,5,37
20190410,18,887
20190410,9,183
20190410,5,270
20190410,55,196
20190410,50,192
20190410,14,658
20190410,9,52
20190410,5,5
20190410,27,594
20190410,23,448
20190410,27,631
20190410,5,1028
20190410,9,2084
20190410,311,1873
20190410,270,1487
20190410,73,927
20190410,27,746
20190410,18,868
20190410,32,2241
20190410,23,1801
20190410,32,1307
20190410,14,64
20190410,9,411
20190410,14,114
20190410,9,242
20190410,9,521
20190410,5,282
20190410,9,1042
20190410,5,274
20190410,18,537
20190410,9,164
20190410,5,658
20190410,18,558
20190410,192,1327
20190410,55,6825
20190410,27,5105
20190410,9,37
20190410,18,187
20190410,32,233
20190410,9,101
20190410,5,55
20190410,553,2993
20190410,375,3923
20190410,146,1805
20190410,55,2799
20190410,32,570
20190410,41,868
20190410,50,1776
20190410,5,9
20190410,5,110
20190410,9,43
20190410,5,5
20190410,23,48
20190410,9,45
20190410,9,59
20190410,32,227
20190410,9,481
20190410,14,356
20190410,5,247
20190410,9,160
20190410,23,64
20190410,27,64
20190410,23,2363
20190410,5,9
20190410,14,46
20190410,9,15
20190410,78,314
20190410,69,303
20190410,18,198
20190410,27,253
20190410,5,21
20190410,5,320
20190410,14,859
20190410,101,506
20190410,14,220
20190410,9,145
20190410,32,5327
20190410,27,606
20190410,27,2003
20190410,37,125
20190410,18,303
20190410,5,857
20190410,9,185
20190410,32,158
20190410,37,903
20190410,5,30
20190410,9,54
20190410,32,421
20190410,18,366
20190410,5,15
20190410,5,47
20190410,64,250
20190410,69,431
20190410,5,69
20190410,5,1828
20190410,14,46
20190410,14,1581
20190410,27,548
20190410,14,242
20190410,9,169
20190410,302,2502
20190410,452,2041
20190410,41,214
20190410,37,1983
20190410,18,169
20190410,14,268
20190410,32,1316
20190410,5,87
20190410,5,87
20190410,5,229
20190410,5,18
20190410,5,859
20190410,5,1149
20190410,5,23
20190410,5,14
20190410,5,91
20190410,5,14
20190410,9,73
20190410,23,439
20190410,14,165
20190410,18,136
20190410,5,46
20190410,5,9
20190410,5,366
20190410,5,366
20190410,14,373
20190410,5,5
20190410,9,2459
20190410,5,9
20190410,14,32
20190410,9,91
20190410,5,137
20190410,5,41
20190410,9,130
20190410,14,436
20190410,9,197
20190410,5,352
20190410,5,274
20190410,5,46
20190411,6,304
20190411,6,22
20190411,11,77
20190411,28,160
20190411,6,1380
20190411,6,99
20190411,6,375
20190411,6,28
20190411,28,1365
20190411,11,121
20190411,17,358
20190411,6,712
20190411,6,236
20190411,17,591
20190411,6,121
20190411,6,165
20190411,11,469
20190411,17,883
20190411,6,276
20190411,22,144
20190411,28,156
20190411,6,72
20190411,6,1658
20190411,11,88
20190411,22,70
20190411,6,331
20190411,116,1033
20190411,110,1091
20190411,6,66
20190411,6,14
20190411,11,1960
20190411,11,196
20190411,33,2622
20190411,83,5197
20190411,22,2514
20190411,6,243
20190411,17,1429
20190411,17,2810
20190411,11,712
20190411,11,712
20190411,44,5267
20190411,44,3409
20190411,28,2821
20190411,6,1424
20190411,17,2502
20190411,11,822
20190411,28,2411
20190411,6,550
20190411,44,542
20190411,39,7816
20190411,6,28
20190411,22,87
20190411,132,493
20190411,144,626
20190411,22,237
20190411,11,45
20190411,17,50
20190411,6,55
20190411,6,767
20190411,6,215
20190411,6,662
20190411,11,193
20190411,6,99
20190411,6,25
20190411,11,696
20190411,6,83
20190411,6,166
20190411,6,3036
20190411,6,66
20190411,11,480
20190411,6,17
20190411,11,41
20190411,11,110
20190411,6,44
20190411,6,248
20190411,6,83
20190411,6,166
20190411,6,41
20190411,6,5520
20190411,6,17
20190411,6,33
20190411,6,19
20190411,6,17
20190411,11,39
20190411,6,17
20190411,11,42
20190411,11,1656
20190411,6,55
20190411,11,44
20190411,17,135
20190411,6,6
20190411,11,124
20190411,6,42
20190411,6,326
20190411,6,77
20190411,5,1508
20190411,5,50
20190411,5,1143
20190411,5,8
20190411,5,2194
20190411,5,1900
20190411,5,114
20190411,9,155
20190411,14,371
20190411,5,8
20190411,9,143
20190411,18,627
20190411,9,129
20190411,18,1363
20190411,27,447
20190411,37,515
20190411,14,200
20190411,5,307
20190411,9,882
20190411,5,832
20190411,5,270
20190411,5,667
20190411,18,1805
20190411,18,1119
20190411,23,1024
20190411,9,238
20190411,5,430
20190411,9,265
20190411,9,434
20190411,9,187
20190411,9,635
20190411,23,983
20190411,5,82
20190411,5,37
20190411,9,26
20190411,18,149
20190411,5,137
20190411,37,563
